	instance	label_original	label
30352	http://purl.org/collections/nl/am/proxy-66566	http://purl.org/collections/nl/am/t-15579	3
30353	http://purl.org/collections/nl/am/proxy-40655	http://purl.org/collections/nl/am/t-22505	8
30358	http://purl.org/collections/nl/am/proxy-13415	http://purl.org/collections/nl/am/t-15459	1
30360	http://purl.org/collections/nl/am/proxy-57465	http://purl.org/collections/nl/am/t-22503	6
30361	http://purl.org/collections/nl/am/proxy-24575	http://purl.org/collections/nl/am/t-5504	17
30362	http://purl.org/collections/nl/am/proxy-3046	http://purl.org/collections/nl/am/t-22503	6
30369	http://purl.org/collections/nl/am/proxy-21645	http://purl.org/collections/nl/am/t-15579	3
30371	http://purl.org/collections/nl/am/proxy-18850	http://purl.org/collections/nl/am/t-15579	3
30378	http://purl.org/collections/nl/am/proxy-62409	http://purl.org/collections/nl/am/t-22505	8
30379	http://purl.org/collections/nl/am/proxy-62813	http://purl.org/collections/nl/am/t-22509	12
30396	http://purl.org/collections/nl/am/proxy-45675	http://purl.org/collections/nl/am/t-14592	0
30398	http://purl.org/collections/nl/am/proxy-41991	http://purl.org/collections/nl/am/t-22505	8
30403	http://purl.org/collections/nl/am/proxy-51207	http://purl.org/collections/nl/am/t-22503	6
30413	http://purl.org/collections/nl/am/proxy-39947	http://purl.org/collections/nl/am/t-22505	8
30434	http://purl.org/collections/nl/am/proxy-46836	http://purl.org/collections/nl/am/t-15579	3
30437	http://purl.org/collections/nl/am/proxy-2622	http://purl.org/collections/nl/am/t-22503	6
30447	http://purl.org/collections/nl/am/proxy-37727	http://purl.org/collections/nl/am/t-22506	9
30454	http://purl.org/collections/nl/am/proxy-4058	http://purl.org/collections/nl/am/t-22504	7
30461	http://purl.org/collections/nl/am/proxy-2282	http://purl.org/collections/nl/am/t-22503	6
30462	http://purl.org/collections/nl/am/proxy-28492	http://purl.org/collections/nl/am/t-15579	3
30464	http://purl.org/collections/nl/am/proxy-10585	http://purl.org/collections/nl/am/t-22508	11
30466	http://purl.org/collections/nl/am/proxy-33067	http://purl.org/collections/nl/am/t-22507	10
30475	http://purl.org/collections/nl/am/proxy-15471	http://purl.org/collections/nl/am/t-22509	12
30476	http://purl.org/collections/nl/am/proxy-8159	http://purl.org/collections/nl/am/t-5504	17
30480	http://purl.org/collections/nl/am/proxy-37351	http://purl.org/collections/nl/am/t-22506	9
30482	http://purl.org/collections/nl/am/proxy-44359	http://purl.org/collections/nl/am/t-5504	17
30490	http://purl.org/collections/nl/am/proxy-63564	http://purl.org/collections/nl/am/t-23765	13
30493	http://purl.org/collections/nl/am/proxy-12301	http://purl.org/collections/nl/am/t-15606	4
30494	http://purl.org/collections/nl/am/proxy-57913	http://purl.org/collections/nl/am/t-22503	6
30496	http://purl.org/collections/nl/am/proxy-45469	http://purl.org/collections/nl/am/t-14592	0
30497	http://purl.org/collections/nl/am/proxy-24142	http://purl.org/collections/nl/am/t-15579	3
30501	http://purl.org/collections/nl/am/proxy-46491	http://purl.org/collections/nl/am/t-22504	7
30503	http://purl.org/collections/nl/am/proxy-15580	http://purl.org/collections/nl/am/t-22509	12
30518	http://purl.org/collections/nl/am/proxy-59887	http://purl.org/collections/nl/am/t-22503	6
30521	http://purl.org/collections/nl/am/proxy-39502	http://purl.org/collections/nl/am/t-22506	9
30527	http://purl.org/collections/nl/am/proxy-16923	http://purl.org/collections/nl/am/t-22509	12
30536	http://purl.org/collections/nl/am/proxy-54048	http://purl.org/collections/nl/am/t-22503	6
30540	http://purl.org/collections/nl/am/proxy-61824	http://purl.org/collections/nl/am/t-22505	8
30542	http://purl.org/collections/nl/am/proxy-31642	http://purl.org/collections/nl/am/t-16469	5
30543	http://purl.org/collections/nl/am/proxy-11261	http://purl.org/collections/nl/am/t-5504	17
30547	http://purl.org/collections/nl/am/proxy-16074	http://purl.org/collections/nl/am/t-32052	16
30551	http://purl.org/collections/nl/am/proxy-49315	http://purl.org/collections/nl/am/t-22504	7
30553	http://purl.org/collections/nl/am/proxy-68006	http://purl.org/collections/nl/am/t-14592	0
30574	http://purl.org/collections/nl/am/proxy-63774	http://purl.org/collections/nl/am/t-22507	10
30576	http://purl.org/collections/nl/am/proxy-1253	http://purl.org/collections/nl/am/t-22503	6
30589	http://purl.org/collections/nl/am/proxy-11445	http://purl.org/collections/nl/am/t-15606	4
30591	http://purl.org/collections/nl/am/proxy-62286	http://purl.org/collections/nl/am/t-22505	8
30592	http://purl.org/collections/nl/am/proxy-47216	http://purl.org/collections/nl/am/t-22503	6
30600	http://purl.org/collections/nl/am/proxy-47346	http://purl.org/collections/nl/am/t-5504	17
30607	http://purl.org/collections/nl/am/proxy-15189	http://purl.org/collections/nl/am/t-5504	17
30609	http://purl.org/collections/nl/am/proxy-28684	http://purl.org/collections/nl/am/t-5504	17
30615	http://purl.org/collections/nl/am/proxy-58420	http://purl.org/collections/nl/am/t-22503	6
30619	http://purl.org/collections/nl/am/proxy-34051	http://purl.org/collections/nl/am/t-22509	12
30620	http://purl.org/collections/nl/am/proxy-71324	http://purl.org/collections/nl/am/t-22503	6
30621	http://purl.org/collections/nl/am/proxy-38747	http://purl.org/collections/nl/am/t-22506	9
30624	http://purl.org/collections/nl/am/proxy-21908	http://purl.org/collections/nl/am/t-5504	17
30631	http://purl.org/collections/nl/am/proxy-27727	http://purl.org/collections/nl/am/t-5504	17
30632	http://purl.org/collections/nl/am/proxy-5726	http://purl.org/collections/nl/am/t-22508	11
30643	http://purl.org/collections/nl/am/proxy-36483	http://purl.org/collections/nl/am/t-22509	12
30644	http://purl.org/collections/nl/am/proxy-56837	http://purl.org/collections/nl/am/t-22503	6
30651	http://purl.org/collections/nl/am/proxy-8748	http://purl.org/collections/nl/am/t-15606	4
30655	http://purl.org/collections/nl/am/proxy-64247	http://purl.org/collections/nl/am/t-22505	8
30657	http://purl.org/collections/nl/am/proxy-50621	http://purl.org/collections/nl/am/t-22503	6
30660	http://purl.org/collections/nl/am/proxy-56401	http://purl.org/collections/nl/am/t-22503	6
30669	http://purl.org/collections/nl/am/proxy-4821	http://purl.org/collections/nl/am/t-22507	10
30671	http://purl.org/collections/nl/am/proxy-74946	http://purl.org/collections/nl/am/t-5504	17
30672	http://purl.org/collections/nl/am/proxy-23778	http://purl.org/collections/nl/am/t-15579	3
30678	http://purl.org/collections/nl/am/proxy-29748	http://purl.org/collections/nl/am/t-32052	16
30681	http://purl.org/collections/nl/am/proxy-31	http://purl.org/collections/nl/am/t-22503	6
30691	http://purl.org/collections/nl/am/proxy-39247	http://purl.org/collections/nl/am/t-22506	9
30692	http://purl.org/collections/nl/am/proxy-63764	http://purl.org/collections/nl/am/t-22507	10
30699	http://purl.org/collections/nl/am/proxy-4146	http://purl.org/collections/nl/am/t-5504	17
30709	http://purl.org/collections/nl/am/proxy-54664	http://purl.org/collections/nl/am/t-22503	6
30713	http://purl.org/collections/nl/am/proxy-40821	http://purl.org/collections/nl/am/t-22505	8
30731	http://purl.org/collections/nl/am/proxy-33660	http://purl.org/collections/nl/am/t-22509	12
30732	http://purl.org/collections/nl/am/proxy-40967	http://purl.org/collections/nl/am/t-22505	8
30745	http://purl.org/collections/nl/am/proxy-37554	http://purl.org/collections/nl/am/t-22506	9
30751	http://purl.org/collections/nl/am/proxy-66779	http://purl.org/collections/nl/am/t-22508	11
30754	http://purl.org/collections/nl/am/proxy-9651	http://purl.org/collections/nl/am/t-15459	1
30755	http://purl.org/collections/nl/am/proxy-49518	http://purl.org/collections/nl/am/t-22504	7
30758	http://purl.org/collections/nl/am/proxy-7935	http://purl.org/collections/nl/am/t-15573	2
30760	http://purl.org/collections/nl/am/proxy-40219	http://purl.org/collections/nl/am/t-22505	8
30766	http://purl.org/collections/nl/am/proxy-32248	http://purl.org/collections/nl/am/t-15579	3
30774	http://purl.org/collections/nl/am/proxy-46160	http://purl.org/collections/nl/am/t-14592	0
30779	http://purl.org/collections/nl/am/proxy-72629	http://purl.org/collections/nl/am/t-22503	6
30782	http://purl.org/collections/nl/am/proxy-45727	http://purl.org/collections/nl/am/t-14592	0
30801	http://purl.org/collections/nl/am/proxy-63259	http://purl.org/collections/nl/am/t-22503	6
30809	http://purl.org/collections/nl/am/proxy-51500	http://purl.org/collections/nl/am/t-22503	6
30811	http://purl.org/collections/nl/am/proxy-27102	http://purl.org/collections/nl/am/t-5504	17
30817	http://purl.org/collections/nl/am/proxy-72719	http://purl.org/collections/nl/am/t-22503	6
30820	http://purl.org/collections/nl/am/proxy-24097	http://purl.org/collections/nl/am/t-5504	17
30826	http://purl.org/collections/nl/am/proxy-24357	http://purl.org/collections/nl/am/t-15579	3
30833	http://purl.org/collections/nl/am/proxy-26027	http://purl.org/collections/nl/am/t-15579	3
30837	http://purl.org/collections/nl/am/proxy-15265	http://purl.org/collections/nl/am/t-5504	17
30845	http://purl.org/collections/nl/am/proxy-73915	http://purl.org/collections/nl/am/t-22503	6
30851	http://purl.org/collections/nl/am/proxy-45290	http://purl.org/collections/nl/am/t-14592	0
30858	http://purl.org/collections/nl/am/proxy-53618	http://purl.org/collections/nl/am/t-22503	6
30860	http://purl.org/collections/nl/am/proxy-74234	http://purl.org/collections/nl/am/t-5504	17
30883	http://purl.org/collections/nl/am/proxy-1531	http://purl.org/collections/nl/am/t-22503	6
30886	http://purl.org/collections/nl/am/proxy-9873	http://purl.org/collections/nl/am/t-5504	17
30890	http://purl.org/collections/nl/am/proxy-14870	http://purl.org/collections/nl/am/t-15459	1
30892	http://purl.org/collections/nl/am/proxy-37178	http://purl.org/collections/nl/am/t-22509	12
30893	http://purl.org/collections/nl/am/proxy-2040	http://purl.org/collections/nl/am/t-22503	6
30904	http://purl.org/collections/nl/am/proxy-62119	http://purl.org/collections/nl/am/t-22505	8
30913	http://purl.org/collections/nl/am/proxy-4714	http://purl.org/collections/nl/am/t-22507	10
30916	http://purl.org/collections/nl/am/proxy-23613	http://purl.org/collections/nl/am/t-15579	3
30920	http://purl.org/collections/nl/am/proxy-24311	http://purl.org/collections/nl/am/t-28650	14
30923	http://purl.org/collections/nl/am/proxy-6455	http://purl.org/collections/nl/am/t-15606	4
30927	http://purl.org/collections/nl/am/proxy-5573	http://purl.org/collections/nl/am/t-22508	11
30935	http://purl.org/collections/nl/am/proxy-48540	http://purl.org/collections/nl/am/t-28650	14
30936	http://purl.org/collections/nl/am/proxy-55262	http://purl.org/collections/nl/am/t-22503	6
30947	http://purl.org/collections/nl/am/proxy-72462	http://purl.org/collections/nl/am/t-22503	6
30949	http://purl.org/collections/nl/am/proxy-2176	http://purl.org/collections/nl/am/t-22503	6
30953	http://purl.org/collections/nl/am/proxy-46693	http://purl.org/collections/nl/am/t-15579	3
30957	http://purl.org/collections/nl/am/proxy-35553	http://purl.org/collections/nl/am/t-22509	12
30960	http://purl.org/collections/nl/am/proxy-1528	http://purl.org/collections/nl/am/t-22503	6
30970	http://purl.org/collections/nl/am/proxy-14170	http://purl.org/collections/nl/am/t-5504	17
30988	http://purl.org/collections/nl/am/proxy-8028	http://purl.org/collections/nl/am/t-15573	2
31004	http://purl.org/collections/nl/am/proxy-34995	http://purl.org/collections/nl/am/t-22509	12
31008	http://purl.org/collections/nl/am/proxy-42500	http://purl.org/collections/nl/am/t-22505	8
31011	http://purl.org/collections/nl/am/proxy-58466	http://purl.org/collections/nl/am/t-22503	6
31016	http://purl.org/collections/nl/am/proxy-53317	http://purl.org/collections/nl/am/t-22503	6
31019	http://purl.org/collections/nl/am/proxy-21473	http://purl.org/collections/nl/am/t-14592	0
31023	http://purl.org/collections/nl/am/proxy-7759	http://purl.org/collections/nl/am/t-15579	3
31025	http://purl.org/collections/nl/am/proxy-18146	http://purl.org/collections/nl/am/t-22509	12
31030	http://purl.org/collections/nl/am/proxy-39180	http://purl.org/collections/nl/am/t-22506	9
31034	http://purl.org/collections/nl/am/proxy-70155	http://purl.org/collections/nl/am/t-22503	6
31036	http://purl.org/collections/nl/am/proxy-40913	http://purl.org/collections/nl/am/t-22505	8
31038	http://purl.org/collections/nl/am/proxy-66492	http://purl.org/collections/nl/am/t-5504	17
31041	http://purl.org/collections/nl/am/proxy-45017	http://purl.org/collections/nl/am/t-14592	0
31043	http://purl.org/collections/nl/am/proxy-49783	http://purl.org/collections/nl/am/t-22503	6
31048	http://purl.org/collections/nl/am/proxy-6973	http://purl.org/collections/nl/am/t-15606	4
31049	http://purl.org/collections/nl/am/proxy-56058	http://purl.org/collections/nl/am/t-22503	6
31061	http://purl.org/collections/nl/am/proxy-47961	http://purl.org/collections/nl/am/t-22503	6
31066	http://purl.org/collections/nl/am/proxy-27130	http://purl.org/collections/nl/am/t-15606	4
31072	http://purl.org/collections/nl/am/proxy-52658	http://purl.org/collections/nl/am/t-22503	6
31074	http://purl.org/collections/nl/am/proxy-38303	http://purl.org/collections/nl/am/t-22506	9
31088	http://purl.org/collections/nl/am/proxy-3555	http://purl.org/collections/nl/am/t-22503	6
31091	http://purl.org/collections/nl/am/proxy-35349	http://purl.org/collections/nl/am/t-22509	12
31092	http://purl.org/collections/nl/am/proxy-35740	http://purl.org/collections/nl/am/t-22509	12
31094	http://purl.org/collections/nl/am/proxy-21183	http://purl.org/collections/nl/am/t-15606	4
31095	http://purl.org/collections/nl/am/proxy-49475	http://purl.org/collections/nl/am/t-22504	7
31096	http://purl.org/collections/nl/am/proxy-9606	http://purl.org/collections/nl/am/t-15459	1
31100	http://purl.org/collections/nl/am/proxy-24018	http://purl.org/collections/nl/am/t-15579	3
31102	http://purl.org/collections/nl/am/proxy-73653	http://purl.org/collections/nl/am/t-16469	5
31104	http://purl.org/collections/nl/am/proxy-39088	http://purl.org/collections/nl/am/t-22506	9
31109	http://purl.org/collections/nl/am/proxy-69067	http://purl.org/collections/nl/am/t-15579	3
31111	http://purl.org/collections/nl/am/proxy-56841	http://purl.org/collections/nl/am/t-22503	6
31116	http://purl.org/collections/nl/am/proxy-63189	http://purl.org/collections/nl/am/t-22503	6
31121	http://purl.org/collections/nl/am/proxy-11120	http://purl.org/collections/nl/am/t-15606	4
31124	http://purl.org/collections/nl/am/proxy-50359	http://purl.org/collections/nl/am/t-22503	6
31137	http://purl.org/collections/nl/am/proxy-56148	http://purl.org/collections/nl/am/t-22503	6
31139	http://purl.org/collections/nl/am/proxy-12380	http://purl.org/collections/nl/am/t-15606	4
31141	http://purl.org/collections/nl/am/proxy-23431	http://purl.org/collections/nl/am/t-22508	11
31142	http://purl.org/collections/nl/am/proxy-49295	http://purl.org/collections/nl/am/t-22504	7
31149	http://purl.org/collections/nl/am/proxy-11683	http://purl.org/collections/nl/am/t-22508	11
31156	http://purl.org/collections/nl/am/proxy-42122	http://purl.org/collections/nl/am/t-22505	8
31158	http://purl.org/collections/nl/am/proxy-48978	http://purl.org/collections/nl/am/t-22504	7
31159	http://purl.org/collections/nl/am/proxy-22649	http://purl.org/collections/nl/am/t-5504	17
31169	http://purl.org/collections/nl/am/proxy-11429	http://purl.org/collections/nl/am/t-15606	4
31170	http://purl.org/collections/nl/am/proxy-45472	http://purl.org/collections/nl/am/t-14592	0
31184	http://purl.org/collections/nl/am/proxy-4845	http://purl.org/collections/nl/am/t-22507	10
31207	http://purl.org/collections/nl/am/proxy-25217	http://purl.org/collections/nl/am/t-15579	3
31210	http://purl.org/collections/nl/am/proxy-19849	http://purl.org/collections/nl/am/t-15459	1
31213	http://purl.org/collections/nl/am/proxy-548	http://purl.org/collections/nl/am/t-22503	6
31214	http://purl.org/collections/nl/am/proxy-42590	http://purl.org/collections/nl/am/t-22505	8
31215	http://purl.org/collections/nl/am/proxy-9379	http://purl.org/collections/nl/am/t-22506	9
31225	http://purl.org/collections/nl/am/proxy-43447	http://purl.org/collections/nl/am/t-22505	8
31229	http://purl.org/collections/nl/am/proxy-36200	http://purl.org/collections/nl/am/t-22509	12
31233	http://purl.org/collections/nl/am/proxy-1849	http://purl.org/collections/nl/am/t-22503	6
31236	http://purl.org/collections/nl/am/proxy-23370	http://purl.org/collections/nl/am/t-15579	3
31238	http://purl.org/collections/nl/am/proxy-39660	http://purl.org/collections/nl/am/t-22506	9
31239	http://purl.org/collections/nl/am/proxy-38551	http://purl.org/collections/nl/am/t-22506	9
31242	http://purl.org/collections/nl/am/proxy-39001	http://purl.org/collections/nl/am/t-22506	9
31251	http://purl.org/collections/nl/am/proxy-7845	http://purl.org/collections/nl/am/t-15579	3
31267	http://purl.org/collections/nl/am/proxy-9659	http://purl.org/collections/nl/am/t-15459	1
31268	http://purl.org/collections/nl/am/proxy-36468	http://purl.org/collections/nl/am/t-22509	12
31271	http://purl.org/collections/nl/am/proxy-73543	http://purl.org/collections/nl/am/t-5504	17
31272	http://purl.org/collections/nl/am/proxy-43467	http://purl.org/collections/nl/am/t-22505	8
31276	http://purl.org/collections/nl/am/proxy-60870	http://purl.org/collections/nl/am/t-22503	6
31283	http://purl.org/collections/nl/am/proxy-14886	http://purl.org/collections/nl/am/t-5504	17
31287	http://purl.org/collections/nl/am/proxy-45704	http://purl.org/collections/nl/am/t-14592	0
31302	http://purl.org/collections/nl/am/proxy-71344	http://purl.org/collections/nl/am/t-22503	6
31308	http://purl.org/collections/nl/am/proxy-40427	http://purl.org/collections/nl/am/t-22505	8
31309	http://purl.org/collections/nl/am/proxy-3217	http://purl.org/collections/nl/am/t-22503	6
31319	http://purl.org/collections/nl/am/proxy-74138	http://purl.org/collections/nl/am/t-15579	3
31323	http://purl.org/collections/nl/am/proxy-22365	http://purl.org/collections/nl/am/t-15579	3
31327	http://purl.org/collections/nl/am/proxy-46911	http://purl.org/collections/nl/am/t-15573	2
31328	http://purl.org/collections/nl/am/proxy-63491	http://purl.org/collections/nl/am/t-22503	6
31331	http://purl.org/collections/nl/am/proxy-7762	http://purl.org/collections/nl/am/t-15579	3
31335	http://purl.org/collections/nl/am/proxy-26087	http://purl.org/collections/nl/am/t-15579	3
31338	http://purl.org/collections/nl/am/proxy-2783	http://purl.org/collections/nl/am/t-22503	6
31341	http://purl.org/collections/nl/am/proxy-55601	http://purl.org/collections/nl/am/t-22503	6
31354	http://purl.org/collections/nl/am/proxy-31083	http://purl.org/collections/nl/am/t-15606	4
31357	http://purl.org/collections/nl/am/proxy-71445	http://purl.org/collections/nl/am/t-22503	6
31358	http://purl.org/collections/nl/am/proxy-43054	http://purl.org/collections/nl/am/t-22505	8
31361	http://purl.org/collections/nl/am/proxy-73599	http://purl.org/collections/nl/am/t-22509	12
31369	http://purl.org/collections/nl/am/proxy-7776	http://purl.org/collections/nl/am/t-15579	3
31370	http://purl.org/collections/nl/am/proxy-8619	http://purl.org/collections/nl/am/t-15606	4
31374	http://purl.org/collections/nl/am/proxy-18989	http://purl.org/collections/nl/am/t-15606	4
31376	http://purl.org/collections/nl/am/proxy-36245	http://purl.org/collections/nl/am/t-22509	12
31377	http://purl.org/collections/nl/am/proxy-33747	http://purl.org/collections/nl/am/t-22509	12
31384	http://purl.org/collections/nl/am/proxy-56925	http://purl.org/collections/nl/am/t-22503	6
31389	http://purl.org/collections/nl/am/proxy-44708	http://purl.org/collections/nl/am/t-5504	17
31392	http://purl.org/collections/nl/am/proxy-65822	http://purl.org/collections/nl/am/t-22503	6
31396	http://purl.org/collections/nl/am/proxy-47532	http://purl.org/collections/nl/am/t-5504	17
31398	http://purl.org/collections/nl/am/proxy-35909	http://purl.org/collections/nl/am/t-22509	12
31401	http://purl.org/collections/nl/am/proxy-3447	http://purl.org/collections/nl/am/t-23765	13
31403	http://purl.org/collections/nl/am/proxy-26684	http://purl.org/collections/nl/am/t-15459	1
31404	http://purl.org/collections/nl/am/proxy-49795	http://purl.org/collections/nl/am/t-22503	6
31409	http://purl.org/collections/nl/am/proxy-57726	http://purl.org/collections/nl/am/t-22503	6
31413	http://purl.org/collections/nl/am/proxy-25808	http://purl.org/collections/nl/am/t-15579	3
31431	http://purl.org/collections/nl/am/proxy-50608	http://purl.org/collections/nl/am/t-22503	6
31437	http://purl.org/collections/nl/am/proxy-39165	http://purl.org/collections/nl/am/t-22506	9
31441	http://purl.org/collections/nl/am/proxy-6744	http://purl.org/collections/nl/am/t-15606	4
31442	http://purl.org/collections/nl/am/proxy-49531	http://purl.org/collections/nl/am/t-22504	7
31444	http://purl.org/collections/nl/am/proxy-35900	http://purl.org/collections/nl/am/t-22509	12
31448	http://purl.org/collections/nl/am/proxy-7993	http://purl.org/collections/nl/am/t-15573	2
31451	http://purl.org/collections/nl/am/proxy-70561	http://purl.org/collections/nl/am/t-22503	6
31464	http://purl.org/collections/nl/am/proxy-50220	http://purl.org/collections/nl/am/t-22503	6
31476	http://purl.org/collections/nl/am/proxy-41231	http://purl.org/collections/nl/am/t-22505	8
31479	http://purl.org/collections/nl/am/proxy-42513	http://purl.org/collections/nl/am/t-22505	8
31483	http://purl.org/collections/nl/am/proxy-45085	http://purl.org/collections/nl/am/t-14592	0
31491	http://purl.org/collections/nl/am/proxy-41522	http://purl.org/collections/nl/am/t-22505	8
31497	http://purl.org/collections/nl/am/proxy-33236	http://purl.org/collections/nl/am/t-5504	17
31499	http://purl.org/collections/nl/am/proxy-62996	http://purl.org/collections/nl/am/t-22503	6
31500	http://purl.org/collections/nl/am/proxy-63516	http://purl.org/collections/nl/am/t-15579	3
31505	http://purl.org/collections/nl/am/proxy-68019	http://purl.org/collections/nl/am/t-14592	0
31506	http://purl.org/collections/nl/am/proxy-69165	http://purl.org/collections/nl/am/t-22503	6
31508	http://purl.org/collections/nl/am/proxy-24424	http://purl.org/collections/nl/am/t-5504	17
31514	http://purl.org/collections/nl/am/proxy-60691	http://purl.org/collections/nl/am/t-22503	6
31518	http://purl.org/collections/nl/am/proxy-10328	http://purl.org/collections/nl/am/t-22508	11
31521	http://purl.org/collections/nl/am/proxy-68116	http://purl.org/collections/nl/am/t-14592	0
31522	http://purl.org/collections/nl/am/proxy-8822	http://purl.org/collections/nl/am/t-15606	4
31531	http://purl.org/collections/nl/am/proxy-63778	http://purl.org/collections/nl/am/t-22507	10
31532	http://purl.org/collections/nl/am/proxy-27255	http://purl.org/collections/nl/am/t-5504	17
31540	http://purl.org/collections/nl/am/proxy-47264	http://purl.org/collections/nl/am/t-5504	17
31550	http://purl.org/collections/nl/am/proxy-35417	http://purl.org/collections/nl/am/t-22509	12
31560	http://purl.org/collections/nl/am/proxy-6903	http://purl.org/collections/nl/am/t-15606	4
31569	http://purl.org/collections/nl/am/proxy-62729	http://purl.org/collections/nl/am/t-5504	17
31572	http://purl.org/collections/nl/am/proxy-1087	http://purl.org/collections/nl/am/t-22503	6
31574	http://purl.org/collections/nl/am/proxy-55038	http://purl.org/collections/nl/am/t-22503	6
31576	http://purl.org/collections/nl/am/proxy-49316	http://purl.org/collections/nl/am/t-22504	7
31583	http://purl.org/collections/nl/am/proxy-51360	http://purl.org/collections/nl/am/t-22503	6
31585	http://purl.org/collections/nl/am/proxy-64142	http://purl.org/collections/nl/am/t-15573	2
31596	http://purl.org/collections/nl/am/proxy-53587	http://purl.org/collections/nl/am/t-22503	6
31597	http://purl.org/collections/nl/am/proxy-27040	http://purl.org/collections/nl/am/t-5504	17
31602	http://purl.org/collections/nl/am/proxy-28541	http://purl.org/collections/nl/am/t-5504	17
31611	http://purl.org/collections/nl/am/proxy-48737	http://purl.org/collections/nl/am/t-22504	7
31616	http://purl.org/collections/nl/am/proxy-4322	http://purl.org/collections/nl/am/t-22503	6
31620	http://purl.org/collections/nl/am/proxy-61199	http://purl.org/collections/nl/am/t-22503	6
31622	http://purl.org/collections/nl/am/proxy-26456	http://purl.org/collections/nl/am/t-15459	1
31625	http://purl.org/collections/nl/am/proxy-6859	http://purl.org/collections/nl/am/t-15606	4
31631	http://purl.org/collections/nl/am/proxy-27036	http://purl.org/collections/nl/am/t-5504	17
31634	http://purl.org/collections/nl/am/proxy-72250	http://purl.org/collections/nl/am/t-22503	6
31638	http://purl.org/collections/nl/am/proxy-43436	http://purl.org/collections/nl/am/t-22505	8
31655	http://purl.org/collections/nl/am/proxy-43999	http://purl.org/collections/nl/am/t-22505	8
31658	http://purl.org/collections/nl/am/proxy-7599	http://purl.org/collections/nl/am/t-15579	3
31663	http://purl.org/collections/nl/am/proxy-63155	http://purl.org/collections/nl/am/t-14592	0
31669	http://purl.org/collections/nl/am/proxy-63063	http://purl.org/collections/nl/am/t-22503	6
31675	http://purl.org/collections/nl/am/proxy-12176	http://purl.org/collections/nl/am/t-5504	17
31684	http://purl.org/collections/nl/am/proxy-52007	http://purl.org/collections/nl/am/t-22503	6
31685	http://purl.org/collections/nl/am/proxy-10948	http://purl.org/collections/nl/am/t-22508	11
31689	http://purl.org/collections/nl/am/proxy-59902	http://purl.org/collections/nl/am/t-22503	6
31701	http://purl.org/collections/nl/am/proxy-25879	http://purl.org/collections/nl/am/t-5504	17
31704	http://purl.org/collections/nl/am/proxy-40537	http://purl.org/collections/nl/am/t-22505	8
31713	http://purl.org/collections/nl/am/proxy-70363	http://purl.org/collections/nl/am/t-22503	6
31715	http://purl.org/collections/nl/am/proxy-40554	http://purl.org/collections/nl/am/t-22505	8
31728	http://purl.org/collections/nl/am/proxy-29149	http://purl.org/collections/nl/am/t-5504	17
31729	http://purl.org/collections/nl/am/proxy-54122	http://purl.org/collections/nl/am/t-22503	6
31732	http://purl.org/collections/nl/am/proxy-31197	http://purl.org/collections/nl/am/t-16469	5
31740	http://purl.org/collections/nl/am/proxy-11267	http://purl.org/collections/nl/am/t-5504	17
31741	http://purl.org/collections/nl/am/proxy-32020	http://purl.org/collections/nl/am/t-15579	3
31742	http://purl.org/collections/nl/am/proxy-18110	http://purl.org/collections/nl/am/t-22509	12
31744	http://purl.org/collections/nl/am/proxy-3611	http://purl.org/collections/nl/am/t-22503	6
31747	http://purl.org/collections/nl/am/proxy-10033	http://purl.org/collections/nl/am/t-5504	17
31748	http://purl.org/collections/nl/am/proxy-47513	http://purl.org/collections/nl/am/t-5504	17
31753	http://purl.org/collections/nl/am/proxy-68987	http://purl.org/collections/nl/am/t-14592	0
31757	http://purl.org/collections/nl/am/proxy-57173	http://purl.org/collections/nl/am/t-22503	6
31758	http://purl.org/collections/nl/am/proxy-51744	http://purl.org/collections/nl/am/t-22503	6
31770	http://purl.org/collections/nl/am/proxy-71841	http://purl.org/collections/nl/am/t-22503	6
31784	http://purl.org/collections/nl/am/proxy-3667	http://purl.org/collections/nl/am/t-22504	7
31786	http://purl.org/collections/nl/am/proxy-17700	http://purl.org/collections/nl/am/t-22509	12
31788	http://purl.org/collections/nl/am/proxy-19042	http://purl.org/collections/nl/am/t-15579	3
31796	http://purl.org/collections/nl/am/proxy-48417	http://purl.org/collections/nl/am/t-28650	14
31802	http://purl.org/collections/nl/am/proxy-10050	http://purl.org/collections/nl/am/t-5504	17
31806	http://purl.org/collections/nl/am/proxy-1418	http://purl.org/collections/nl/am/t-22503	6
31808	http://purl.org/collections/nl/am/proxy-72832	http://purl.org/collections/nl/am/t-22503	6
31809	http://purl.org/collections/nl/am/proxy-35365	http://purl.org/collections/nl/am/t-22509	12
31810	http://purl.org/collections/nl/am/proxy-65845	http://purl.org/collections/nl/am/t-22503	6
31815	http://purl.org/collections/nl/am/proxy-30298	http://purl.org/collections/nl/am/t-15579	3
31823	http://purl.org/collections/nl/am/proxy-33341	http://purl.org/collections/nl/am/t-22508	11
31825	http://purl.org/collections/nl/am/proxy-18839	http://purl.org/collections/nl/am/t-15579	3
31829	http://purl.org/collections/nl/am/proxy-40082	http://purl.org/collections/nl/am/t-22505	8
31834	http://purl.org/collections/nl/am/proxy-1268	http://purl.org/collections/nl/am/t-22503	6
31846	http://purl.org/collections/nl/am/proxy-34508	http://purl.org/collections/nl/am/t-22509	12
31850	http://purl.org/collections/nl/am/proxy-12607	http://purl.org/collections/nl/am/t-15606	4
